,Unnamed: 0,name,title,company_ticker,source
4060,4060,Mr. Piers Stobbs,Chief Data Officer,CZOO,yahoo
4061,4061,Mr. Shunichi Kito,"CEO, Pres & Representative Director",IDKOY,yahoo
4062,4062,Mr. Scott S. Douglas,"Sr. VP, Gen. Counsel & Sec.",LEG,yahoo
4063,4063,Ms. Yuxia Zhang,Chief Financial Officer,MNTHY,yahoo
4064,4064,Mr. Simon John Roberts,"CEO, Director & Chairman of Operating Board",JSNSF,yahoo
4065,4065,Mr. Steven H. Gunby,"Pres, CEO & Director",FCN,yahoo
4066,4066,Mr. Steven K. Henderson,"EVP and Pres of Specialized Products Segment, Furniture, Flooring & Textile Products Segment",LEG,yahoo
4067,4067,Mr. Takashi Matsushita,"Exec. VP, Exec. Officer & Director",IDKOY,yahoo
4068,4068,Mr. Kevin O'Byrne,"CFO, Member of the Operating Board & Director",JSNSF,yahoo
4069,4069,Mr. Ajay Sabherwal,Chief Financial Officer,FCN,yahoo
4070,4070,Mr. Yan Chun Liu,Chief Operating Officer,MNTHY,yahoo
4071,4071,Ms. Tammy M. Trent,Sr. VP & Chief Accounting Officer,LEG,yahoo
4072,4072,Mr. Noriaki Sakai,"Managing Exec. Officer, CFO & Director",IDKOY,yahoo
4073,4073,Mr. Tim Fallowfield O.B.E.,"Company Sec., Corp. Services Director & Member of the Operating Board",JSNSF,yahoo
4074,4074,Mr. Curtis P. Lu,Gen. Counsel,FCN,yahoo
4075,4075,Ms. Susan R. McCoy,Sr. VP of Investor Relations,LEG,yahoo
4076,4076,Mr. Ching Li Wong,Managing Director of Minth Europe,MNTHY,yahoo
4077,4077,Mr. E. Friese,CEO & Chairman of Management Board,AEGOF,yahoo
4078,4078,Masahiko Sawa,Sr. Exec. Officer of Manufacturing & Technology,IDKOY,yahoo
4079,4079,Ms. Angie Susan Risley,Group HR Director & Member of the Operating Board,JSNSF,yahoo
4080,4080,Mr. Albert A. Benchimol,"Pres, CEO & Director",AXS,yahoo
4081,4081,Ms. Holly Paul,Chief HR Officer,FCN,yahoo
4082,4082,Mr. Matthew James Rider,CFO & Member of Exec. Board,AEGOF,yahoo
4083,4083,Ms. Christina Ptasinski,Sr. VP & Chief HR Officer,LEG,yahoo
4084,4084,Ms. Lei Li Yi,Company Sec.,MNTHY,yahoo
4085,4085,Mr. Phil Jordan,Group Chief Information Officer & Member of Operating Board,JSNSF,yahoo
4086,4086,Mr. Peter John Vogt FSA MAAA,CFO & Exec. VP,AXS,yahoo
4087,4087,Yukio Saegusa,"Chief Digital Officer, CIO,Information Systems & GM of Digital and BPR Department",IDKOY,yahoo
4088,4088,Dr. Marco B. A. Keim RA,CEO of Aegon International & Member of the Management Board,AEGOF,yahoo
4089,4089,Mr. Paul Alderman Linton,Chief Strategy & Transformation Officer,FCN,yahoo
4090,4090,Mr. Charles P. Hutchins,VP & Chief Tax Officer,LEG,yahoo
4091,4091,Mr. David Samuel Phillips CFA,Chief Investment Officer,AXS,yahoo
4092,4092,Ms. Clodagh Moriarty,Retail and Digital Director & Member of Operating Board,JSNSF,yahoo
4093,4093,Koji Tokumitsu,Gen. Mang. of Investor Relations Office & Treasury Department,IDKOY,yahoo
4094,4094,Ms. Allegra Cristina Carla van HÃ¶vell-Patrizi,CEO of Aegon the Netherlands & Member of the Management Board,AEGOF,yahoo
4095,4095,Mr. Brendan J. Keating Ph.D.,Chief Accounting Officer & Controller,FCN,yahoo
4096,4096,Mr. Peter Whittmore Wilson,Chief Exec. Officer of AXIS Insurance,AXS,yahoo
4097,4097,Mr. James Alexander Brown,CEO of Sainsbury's Bank & Member of Operating Board,JSNSF,yahoo
4098,4098,Mr. J. Onno van Klinken,"Gen. Counsel, Exec. VP & Member of the Management Board",AEGOF,yahoo
4099,4099,Mr. Susumu Nibuya,"EVP, Exe. Officer of Resources, Corp. Planning, Ext. Affairs, Pub. Relations, ESG & Director",IDKOY,yahoo
4100,4100,Ms. Mollie Hawkes,VP of Investor Relations & Communications,FCN,yahoo
4101,4101,Mr. Darrel E. Wild,VP & Chief Credit Officer,LEG,yahoo
4102,4102,Mr. Steve K. Arora,Chief Exec. Officer of AXIS Reinsurance,AXS,yahoo
4103,4103,Mr. Adrian Gregory,Interim Co-CEO and Head of Financial Services & Insurance & Atos- Syntel,AEXAF,yahoo
4104,4104,Mr. Mark Given,CMO & Member of Operating Board,JSNSF,yahoo
4105,4105,Mr. Bas NieuweWeme,Global CEO of Aegon Asset Management & Member of Management Board,AEGOF,yahoo
4106,4106,Seiji Oshima,Sr. Exec. Officer of Gen. Affairs & Legal,IDKOY,yahoo
4107,4107,Mr. Matthew B. Pachman,"VP, Chief Risk & Compliance Officer",FCN,yahoo
4108,4108,Mr. Kent W. Ziegler,Global Corp. Controller & Principal Accounting Officer,AXS,yahoo
4109,4109,Mr. Pierre Barnabe,"Interim Co-CEO, Head of Manufacturing, Big Data & Cybersecurity",AEXAF,yahoo
4110,4110,Mr. Michael Anthony Holliday-Williams,CEO of Aegon UK & Member of Management Board,AEGOF,yahoo
4111,4111,Ms. Rhian Bartlett,Food Commercial Director & Member of Operating Board,JSNSF,yahoo
4112,4112,Nami Kitamura,Exec. Officer & GM of PR Department,IDKOY,yahoo
4113,4113,Mr. Jeffrey S. Amling J.D.,Head of Corp. Bus. Devel. & Chief Marketing Officer,FCN,yahoo
4114,4114,Mr. Dan Trueman,Global Head of Cyber & Technology,AXS,yahoo
4115,4115,Mr. Rex D. Geveden,"Pres, CEO & Director",BWXT,yahoo
4116,4116,Mr. Uwe Stelter,Chief Financial Officer,AEXAF,yahoo
4117,4117,Kenichi Morishita,Sr. Exec. Officer of Marketing,IDKOY,yahoo
4118,4118,Mr. Christopher Osborne,Global Leader of Economic Consulting Segment,FCN,yahoo
4119,4119,Ms. Paula Nickolds,"Director of Gen. Merchandise, Clothing Commercial & Member of the Operating Board",JSNSF,yahoo
4120,4120,Mr. Duncan Russell,Chief Transformation Officer & Member of Management Board,AEGOF,yahoo
4121,4121,Mr. Keith Schlosser,Global Chief Information Officer,AXS,yahoo
4122,4122,Mr. Richard W. Loving,Sr. VP & Chief Admin. Officer,BWXT,yahoo
4123,4123,Ms. Sophie Proust,Chief Technology Officer,AEXAF,yahoo
4124,4124,Mr. Magnus Welander,CEO & Pres,THUPY,yahoo
4125,4125,Mr. Wilford Herndon Fuller,Member of the Management Board and CEO of Aegon Americas,AEGOF,yahoo
4126,4126,Mr. Thomas E. McCabe,"Sr. VP, Gen. Counsel, Chief Compliance Officer & Corp. Sec.",BWXT,yahoo
4127,4127,Mr. Matthew Jay Rohrmann,Head of Investor Relations,AXS,yahoo
4128,4128,Mr. Gilles Arditti,Head of Investor Relations & Internal Audit,AEXAF,yahoo
4129,4129,Mr. Jonas Lindqvist,Chief Financial Officer,THUPY,yahoo
4130,4130,Mr. Conrad D. Brooks,Gen. Counsel & Corp. Sec.,AXS,yahoo
4131,4131,Ms. Elisabetta Caldera,Chief HR Officer & Member of the Management Board,AEGOF,yahoo
4132,4132,Mr. David S. Black,Special Advisor to the Chief Exec. Officer,BWXT,yahoo
4133,4133,Mr. Alexandre Menais,"Gen. Sec. and Head of Mergers & Acquisitions, Legal, Compliance & Contract Management",AEXAF,yahoo
4134,4134,Marianne Bonrud Hagelqvist,Head of Group Accounting,THUPY,yahoo
4135,4135,Mr. Joel W. Duling,"Pres of BWXT Nuclear Operations Group, Inc.",BWXT,yahoo
4136,4136,Ms. Anette Rey,Head of Communications & Public Affairs,AEXAF,yahoo
4137,4137,Mr. Fredrik Erlandsson,Sr. VP of Communications & Investor Relations,THUPY,yahoo
4138,4138,Mr. Robb A. LeMasters,Sr. VP & CFO,BWXT,yahoo
4139,4139,Mr. Paul Peterson,Head of HR & Exec. Management,AEXAF,yahoo
4140,4140,Ms. Kajsa von Geijer,Sr. VP of HR & Sustainability,THUPY,yahoo
4141,4141,Mr. Jason S. Kerr,VP & Chief Accounting Officer,BWXT,yahoo
4142,4142,Mr. Philippe Mareine,Chief Digital & Transformation Officer and Head of CSR,AEXAF,yahoo
4143,4143,Mr. Hilary Hartley,Pres of Region Americas,THUPY,yahoo
4144,4144,Mr. Fabio Sandri,Pres & CEO,PPC,yahoo
4145,4145,Mr. Hirata Yawara,Managing Director of Japan Operations,AEXAF,yahoo
4146,4146,Dr. Jonathan W. Cirtain,VP & Chief Technology Officer,BWXT,yahoo
4147,4147,Mr. Matthew R. Galvanoni,Sr. VP & CFO,PPC,yahoo
4148,4148,Mr. Rickard Andersson,Sr. VP of Supply Chain,THUPY,yahoo
4149,4149,Mr. James J. Miner,Sr. VP of Technical Services,PPC,yahoo
4150,4150,Mr. Mark A. Kratz,VP of Investor Relations,BWXT,yahoo
4151,4151,Mr. Karl-Johan Magnusson,Sr. VP of Product Devel.,THUPY,yahoo
4152,4152,Mr. Dunham Winoto,Director of Investor Relations,PPC,yahoo
4153,4153,Peter Linderoth,Sec.,THUPY,yahoo
4154,4154,Ms. Suzanne C. Sterner,Sr. VP of Gov. Relations & Communications,BWXT,yahoo
4155,4155,Mr. Laston Charriez,Head of Marketing,PPC,yahoo
4156,4156,Mr. Xiaoguang Cheng,Exec. Chairman,JEXYF,yahoo
4157,4157,Mr. Eduardo Nunes de Noronha,Head of HR & Performance Management,PPC,yahoo
4158,4158,Mr. Stephen G. Kaniewski,"Pres, CEO & Director",VMI,yahoo
4159,4159,Mr. Stephen Bird MBA,CEO & Director,SLFPY,yahoo
4160,4160,Mr. Yong Jia Yao,"Deputy GM, Sec. to the Board, Company Sec. & Exec. Director",JEXYF,yahoo
4161,4161,"Mr. Matthew Jon Missad CPA, CPA",CEO & Director,UFPI,yahoo
4162,4162,Ms. Kendra Waldbusser,Head of Food Safety & Quality Assurance,PPC,yahoo
4163,4163,Mr. David S. Thomason,"VP, CFO & Controller",PCG-PD,yahoo
4164,4164,Mr. Avner M. Applbaum,Exec. VP & CFO,VMI,yahoo
4165,4165,Ms. Stephanie Jane Bruce,CFO & Exec. Director,SLFPY,yahoo
4166,4166,Mr. Feng Wang,Gen. Mang.,JEXYF,yahoo
4167,4167,Mr. Joe Waldbusser,Head of Commodity Risk Management & Feed Ingredient Purchasing,PPC,yahoo
4168,4168,Mr. Patrick M. Webster,Pres & COO,UFPI,yahoo
4169,4169,Mr. Adam L. Wright,"Exec. VP of Operation, COO & Director",PCG-PD,yahoo
4170,4170,Mr. Michael Tumilty,Global Chief Operating Officer,SLFPY,yahoo
4171,4171,Ms. Diane M. Larkin,Exec. VP of Global Operations,VMI,yahoo
4172,4172,Jennifer Garboden,Director of Corp. Accounting,PCG-PD,yahoo
4173,4173,Mr. Mark Dixon,CTO & Chief Information Officer,SLFPY,yahoo
4174,4174,Mr. Claudio O. Laterreur,"Sr. VP of Information Technology, Chief Information Officer & CTO",VMI,yahoo
4175,4175,Mr. Qian Dai,CFO & Financial Controller,JEXYF,yahoo
4176,4176,Mr. Michael Richard Cole,CFO & Treasurer,UFPI,yahoo
4177,4177,Mr. Jakub Rosochowski,Investor Relations Director,SLFPY,yahoo
4178,4178,Mr. Charles von der Heyde,Pres of Pilgrim's De Mexico,PPC,yahoo
4179,4179,Mr. Aaron M. Schapper,Exec. VP of Infrastructure,VMI,yahoo
4180,4180,Mr. Alejandro T. Vallejo,VP of Compliance & Ethics and Deputy Gen. Counsel,PCG-PD,yahoo
4181,4181,Mr. Rushad Abadan,Group Gen. Counsel,SLFPY,yahoo
4182,4182,Mr. Wei Chen,Mang. of the Investment & Devel. Department,JEXYF,yahoo
4183,4183,Mr. Chris Kirke,Pres of Moy Park,PPC,yahoo
4184,4184,Mr. Allen T. Peters,Pres & COO of UFP Retail Solutions LLC,UFPI,yahoo
4185,4185,Mr. Keith F. Stephens,VP of Corp. Relations & Chief Communications Officer,PCG-PD,yahoo
4186,4186,Ms. Renee L. Campbell,VP of Investor Relations & Corp. Communications,VMI,yahoo
4187,4187,Mr. Stephen Whitehead,"Chief Brand, Marketing & Corp. Affairs Officer",SLFPY,yahoo
4188,4188,Qunfang Yao,Head of the Accounting Department,JEXYF,yahoo
4189,4189,Mr. R. Andrew Massey,"VP, Chief Legal Officer & Corp. Sec.",VMI,yahoo
4190,4190,Mr. Patrick M. Benton,Pres of UFP Construction LLC,UFPI,yahoo
4191,4191,Mr. Jean Guay,Sr. VP of Sales & Marketing,SLFPY,yahoo
4192,4192,Mr. Julius Cox,"Exec. VP of People, Shared Services & Supply Chain",PCG-PD,yahoo
4193,4193,Ms. Li Shao,Mang. of the HR Department,JEXYF,yahoo
4194,4194,Mr. Thomas F. Sanderson,VP of Sales & Marketing,VMI,yahoo
4195,4195,Mr. Fong Wan,Sr. VP of Energy Policy & Procurement,PCG-PD,yahoo
4196,4196,Ms. Tracey Hahn,Chief People Officer,SLFPY,yahoo
4197,4197,Mr. Zhiwei Zhu,Deputy Gen. Mang.,JEXYF,yahoo
4198,4198,Mr. Scott T. Bravata,VP of Accounting & Admin.,UFPI,yahoo
4199,4199,Mr. Matthew T. Ondrejko,VP of Global Marketing,VMI,yahoo
4200,4200,Mr. Stephen J. Cairns,VP & Chief Audit Officer,PCG-PD,yahoo
4201,4201,Ms. Perla Kessous,Sr. VP of Corp. Services,SLFPY,yahoo
4202,4202,Mr. David A. Tutas,"Chief Compliance Officer, Gen. Counsel & Sec.",UFPI,yahoo
4203,4203,Mr. Thomas Mitchell Parnell,Sr. VP of HR,VMI,yahoo
4204,4204,Mr. Sumeet Singh,Sr. VP & Chief Risk Officer,PCG-PD,yahoo
4205,4205,Ms. Lynn Afendoulis,Director of Corp. Communications,UFPI,yahoo
4206,4206,Mr. Rohit Kapoor,"Co-Founder, Vice Chairman & CEO",EXLS,yahoo
4207,4207,Mr. Robert S. Kenney,Sr. VP of Regulatory & External Affairs,PCG-PD,yahoo
4208,4208,Mr. Donald L. James,Exec. VP of National Sales,UFPI,yahoo
4209,4209,Mr. Maurizio Nicolelli,Exec. VP & CFO,EXLS,yahoo
4210,4210,Mr. Matthew Halliday,"CEO, MD & Director",CTXAY,yahoo
4211,4211,Mr. Robert D. Coleman,Exec. VP of Manufacturing,UFPI,yahoo
4212,4212,Mr. Nalin Miglani,Exec. VP & Chief Human Resource Officer,EXLS,yahoo
4213,4213,Mr. Andrew Brewer,Exec. Gen. Mang. of Fuel Supply Chain,CTXAY,yahoo
4214,4214,Mr. Vikas Bhalla,Exec. VP & Bus. Head of Insurance,EXLS,yahoo
4215,4215,Ms. Joanne Taylor,Exec. Gen. Mang. of Consumer & B2B,CTXAY,yahoo
4216,4216,Mr. Samuel Meckey,Exec. VP & Bus. Head of Healthcare,EXLS,yahoo
4217,4217,Mr. Brent Merrick,Exec. Gen. Mang. of International & New Bus.,CTXAY,yahoo
4218,4218,Mr. Mike Toma,CTO & Sr. VP,EXLS,yahoo
4219,4219,"Mr. Greg D. Barnes BCOM, CA, GAICD, MBA",Group Chief Financial Officer,CTXAY,yahoo
4220,4220,Mr. Baljinder Singh,"Sr. VP, Global Head of Digital Intelligence Transformation & Chief Information Officer",EXLS,yahoo
4221,4221,Ms. Frances Van Reyk,Head of Investor Relations,CTXAY,yahoo
4222,4222,Mr. Steven N. Barlow,VP of Investor Relations,EXLS,yahoo
4223,4223,Mr. Alan Stuart-Grant,Exec. Gen. Mang. of Strategy & Corp. Devel.,CTXAY,yahoo
4224,4224,Mr. Ajay Ayyappan,"Sr. VP, Gen. Counsel & Corp. Sec.",EXLS,yahoo
4225,4225,Mr. Fumiaki Koizumi,Pres & Chairman,MCARY,yahoo
4226,4226,Mr. Ivo Jurek,CEO & Director,GTES,yahoo
4227,4227,Mr. Shintaro Yamada,"Co-Founder, Global CEO & Representative Director",MCARY,yahoo
4228,4228,Ms. Sonila Pokharia,Chief Compliance & Ethics Officer,EXLS,yahoo
4229,4229,Nobuo Domae,Pres & Representative Director,RYKKY,yahoo
4230,4230,Mr. L. Brooks Mallard,Chief Financial Officer,GTES,yahoo
4231,4231,Mr. Rodrigo Limp Nascimento,"CEO, Member of Board of Exec. Officers & Director",EBR,yahoo
4232,4232,Mr. Naoto Watanabe,Gen. Mang. of Accounting & Bus. Support Center and Gen. Mang.Admin. division,RYKKY,yahoo
4233,4233,Mr. Richard Baker,Head of Corp. Affairs,CTXAY,yahoo
4234,4234,Sayaka Eda,Chief Financial Officer,MCARY,yahoo
4235,4235,Mr. Walter T. Lifsey,Chief Operating Officer,GTES,yahoo
4236,4236,Kei Suzuki,"Exec. Officer, Mang. of Household Goods Department & Director",RYKKY,yahoo
4237,4237,Dr. Mok Oh,Chief Technology Officer,MCARY,yahoo
4238,4238,Mr. Gary D. Kain,Exec. Chairman,AGNCN,yahoo
4239,4239,Satoshi Shimizu,MD & Director,RYKKY,yahoo
4240,4240,Ms. Elvira Baracuhy Cavalcanti Presta,"CFO, Chief Investor Relations Officer & Member of Board of Exec. Officers",EBR,yahoo
4241,4241,Mr. David M. Wisniewski,Sr. VP & Chief Accounting Officer,GTES,yahoo
4242,4242,"Mr. Michael Abbott B.A., L.L.B., M.B.A., BJuris, LLB, BA, MBA","Company Sec., Chief Governance & Risk Officer",CTXAY,yahoo
4243,4243,Mr. Luiz Augusto Pereira de Andrade Figueira,Chief Admin. & Sustainability Officer and Member of Board of Exec. Officers,EBR,yahoo
4244,4244,Ms. Jenny J. Kim,Gen. Counsel,MCARY,yahoo
4245,4245,Mr. Diego Silva,Chief Information Officer,GTES,yahoo
4246,4246,Mr. Peter J. Federico,"Pres, CEO & Director",AGNCN,yahoo
4247,4247,Mr. MÃ¡rcio Szechtman,Chief Transmission Officer & Member of Board of Exec. Officers,EBR,yahoo
4248,4248,Naoki Kadoike,Exec. Officer,RYKKY,yahoo
4249,4249,Mr. Bill Waelke,VP of Investor Relations,GTES,yahoo
4250,4250,Ms. Lisa Lechner,Chief Compliance Officer,MCARY,yahoo
4251,4251,Chia Liang Yi,Exec. Officer,RYKKY,yahoo
4252,4252,Ms. Bernice E. Bell,Sr. VP & CFO,AGNCN,yahoo
4253,4253,Mr. Pedro Luiz de Oliveira JatobÃ¡,Chief Generation Officer & Member of Board of Exec. Officers,EBR,yahoo
4254,4254,Ms. Cristin C. Bracken,"Sr. VP, Chief Legal Officer & Corp. Sec.",GTES,yahoo
4255,4255,Asako Shimazaki,Exec. Officer,RYKKY,yahoo
4256,4256,Mr. Christopher J. Kuehl,Exec. VP & Chief Investment Officer,AGNCN,yahoo
4257,4257,Ms. Camila Gualdo Sampaio AraÃºjo,Chief Compliance Officer & Member of Board of Exec. Officers,EBR,yahoo
4258,4258,Mr. Thomas G. Pitstick,Sr. VP of Strategic Planning & Chief Marketing Officer,GTES,yahoo
4259,4259,Katsushi Onishi,Exec. Officer,RYKKY,yahoo
4260,4260,Mr. Scott Levitan,Chief Marketing Officer,MCARY,yahoo
4261,4261,Ms. Marcella Fuchs Solomon,Sec.,EBR,yahoo
4262,4262,Dr. Ying Du,"Founder, Chairperson & CEO",ZLAB,yahoo
4263,4263,Kouta Sugiyama,Exec. Officer,RYKKY,yahoo
4264,4264,Mr. Kenneth L. Pollack,"Sr. VP, Gen. Counsel, Chief Compliance Officer & Sec.",AGNCN,yahoo
4265,4265,Ms. Gwendolyn Montgomery,Sr. VP of Global HR,GTES,yahoo
4266,4266,Ms. Annadeen Josephsen,VP of HR,MCARY,yahoo
4267,4267,Horiguchi Kenta,Exec. Officer,RYKKY,yahoo
4268,4268,Mr. Ki Chul Cho,Chief Financial Officer,ZLAB,yahoo
4269,4269,MaurÃ­cio de Carvalho Mazzini,Legal Superintendent,EBR,yahoo
4270,4270,Mr. Christopher Erhorn,Sr. VP & CTO,AGNCN,yahoo
4271,4271,Mr. John Lagerling,Sr. VP & CEO of US,MCARY,yahoo
4272,4272,Mr. Grant L. Gawronski,Exec. VP & Chief Commercial Officer,GTES,yahoo
4273,4273,Mr. Frazor Titus Edmondson III,Chief Legal Officer & Corp. Sec.,ZLAB,yahoo
4274,4274,"Mr. Greg Savage C.F.A., CFA",Portfolio Mang.,IRSHF,yahoo
4275,4275,Ms. Katie R. Wisecarver,VP of Investor Relations,AGNCN,yahoo
4276,4276,Mr. James Henry Litinsky,"Chairman, Pres & CEO",MP,yahoo
4277,4277,Ms. Robin Clark,Sr. VP of Special Projects,MCARY,yahoo
4278,4278,"Mr. Scott Radell C.F.A., CFA",Portfolio Mang.,IRSHF,yahoo
4279,4279,Mr. Tao Fu,Chief Strategy Officer,ZLAB,yahoo
4280,4280,Mr. Sean Reid J.D.,Sr. VP of Strategy & Corp. Devel.,AGNCN,yahoo
4281,4281,"Mr. Simon G. Carter MA, ACA",CEO & Director,BTLCY,yahoo
4282,4282,Mr. Ryan S. Corbett,Chief Financial Officer,MP,yahoo
4283,4283,Dr. Alan Bart Sandler M.D.,Pres & Head of Global Devel. in Oncology,ZLAB,yahoo
4284,4284,Mr. David E. Zalman,Sr. Chairman & CEO,PB,yahoo
4285,4285,Mr. Michael Stuart Rosenthal,Chief Operating Officer,MP,yahoo
4286,4286,Mr. Jason Campbell,Head of Asset & Liability Management and Sr. VP,AGNCN,yahoo
4287,4287,Mr. Bhavesh Mistry,CFO & Director,BTLCY,yahoo
4288,4288,"Mr. Creighton Jue C.F.A., CFA",Portfolio Mang.,IRSHF,yahoo
4289,4289,Ms. Ann Beasley,Chief Compliance Officer,ZLAB,yahoo
4290,4290,Mr. H. E. Timanus Jr.,Chairman,PB,yahoo
4291,4291,Mr. Aaron J. Pas,Sr. VP of Non-Agency Portfolio Investments,AGNCN,yahoo
4292,4292,Mr. Martin Sheehan,Sr. VP of Investor Relations,MP,yahoo
4293,4293,Ms. Amy Whitelaw,Portfolio Mang.,IRSHF,yahoo
4294,4294,Mr. David Walker,Chief Operating Officer,BTLCY,yahoo
4295,4295,Dr. Ning Xu M.D.,Exec. VP & Head of Clinical Operations,ZLAB,yahoo
4296,4296,Mr. Kevin J. Hanigan,"Pres, COO & Director",PB,yahoo
4297,4297,Mr. Elliot Dean Hoops,Gen. Counsel & Corp. Sec.,MP,yahoo
4298,4298,Ms. Kelly Cleveland,Head of Investment,BTLCY,yahoo
4299,4299,Ms. Heather L. Hasson,"Co-Founder, Chairman & Co-CEO",FIGS,yahoo
4300,4300,"Dr. Jonathan J. Wang M.B.A., MBA, Ph.D.",Exec. VP & Head of Bus. Devel.,ZLAB,yahoo
4301,4301,Mr. Asylbek Osmonov,Chief Financial Officer,PB,yahoo
4302,4302,Ms. Sally Jones,"Head of Strategy, Digital & Technology",BTLCY,yahoo
4303,4303,Ms. Catherine Spear,"Co-Founder, Co-CEO & Director",FIGS,yahoo
4304,4304,"Dr. James Yan DABT, M.D., Ph.D.",Chief Operating Officer of R&D,ZLAB,yahoo
4305,4305,Mr. Edward Z. Safady,Advisory Director & Vice Chairman,PB,yahoo
4306,4306,Ms. Brona McKeown,Gen. Counsel & Company Sec.,BTLCY,yahoo
4307,4307,Mr. Jeffrey D. Lawrence,Chief Financial Officer,FIGS,yahoo
4308,4308,Ms. Charlotte M. Rasche J.D.,Exec. VP & Gen. Counsel,PB,yahoo
4309,4309,Dr. Harald Reinhart M.D.,Chief Medical Officer of Autoimmune & Infectious Diseases,ZLAB,yahoo
4310,4310,Ms. Cressida Curtis,Head of Corp. Affairs & Sustainability,BTLCY,yahoo
4311,4311,Ms. Lori Wakefield,Sr. VP of Prosperity Bank,PB,yahoo
4312,4312,Mr. Stacey Clark,Chief Marketing Officer,BTLCY,yahoo
4313,4313,Mr. Mike Reaves,Sr. VP of Prosperity Bank,PB,yahoo
4314,4314,Ms. Ann Henshaw,HR Director,BTLCY,yahoo
4315,4315,Mr. Denny W. Buchanan,Sr. VP of Prosperity Bank,PB,yahoo
4316,4316,Mr. Robert J. Dowdell,Exec. VP,PB,yahoo
4317,4317,Mr. Nigel M. Webb,Head of Devel.s,BTLCY,yahoo
4318,4318,Mr. David A. Helfand,"Pres, CEO & Trustee",EQC-PD,yahoo
4319,4319,"Mr. Peter J. L. Bradford BAppSc, FAusIMM, MSMME, MAIC","MD, CEO & Exec. Director",IPGDF,yahoo
4320,4320,Mr. David S. Weinberg,Exec. VP & COO,EQC-PD,yahoo
4321,4321,"Mr. Scott Steinkrug B.Com., B.Sc., BSc., C.A. B.Comm, F.C.A.",Chief Financial Officer,IPGDF,yahoo
4322,4322,Mr. Orrin S. Shifrin,"Exec. VP, Gen. Counsel & Sec.",EQC-PD,yahoo
4323,4323,Mr. Friedrich Joussen,Chairman of Exec. Board & CEO,TUIFY,yahoo
4324,4324,Mr. Matt Dusci MAIG,Chief Operating Officer,IPGDF,yahoo
4325,4325,Mr. Garrick J. Rochow,"Pres, CEO & Director",CMS-PB,yahoo
4326,4326,Mr. William H. Griffiths,"Sr. VP, CFO & Treasurer",EQC-PD,yahoo
4327,4327,Mr. Sebastian Ebel,Member of Exec. Board & CFO,TUIFY,yahoo
4328,4328,"Ms. Kate Barker B.A., L.L.B.",Gen. Counsel and Head of Compliance & Risk,IPGDF,yahoo
4329,4329,Mr. Rejji P. Hayes,Exec. VP & CFO,CMS-PB,yahoo
4330,4330,Mr. Jeffrey D. Brown,Chief Accounting Officer & Sr. VP,EQC-PD,yahoo
4331,4331,Mr. David Burling,Member of the Exec. Board and CEO of Markets & Airlines,TUIFY,yahoo
4332,4332,Mr. Andrew Eddowes B.Sc.,Head of Corp. Devel.,IPGDF,yahoo
4333,4333,Mr. Alexander Shulgin,CEO & Exec. Director,OZON,yahoo
4334,4334,Ms. Catherine A. Hendrian,Sr. VP of People & Culture,CMS-PB,yahoo
4335,4335,Ms. Sarah C. Byrnes,Sr. VP of Investor Relations & Capital Markets,EQC-PD,yahoo
4336,4336,Mr. Frank Rosenberger,"CIO, Future Markets & Member of Exec. Board",TUIFY,yahoo
4337,4337,"Ms. Sam Retallack B.Health Sc, CAHRI, DipAppScience",Head of People & Culture,IPGDF,yahoo
4338,4338,Mr. Igor Gerasimov,Chief Financial Officer,OZON,yahoo
4339,4339,Mr. Brian F. Rich,Sr. VP & Chief Customer Officer,CMS-PB,yahoo
4340,4340,Mr. Wolfgang Flintermann,Group Director of Financial Accounting & Reporting and Member of Supervisory Board,TUIFY,yahoo
4341,4341,Mr. Daniil Fedorov,Chief Operating Officer,OZON,yahoo
4342,4342,"Ms. Joanne McDonald M.Sc., MPA, ACIS",Company Sec. & Head of Corp. Affairs,IPGDF,yahoo
4343,4343,Atsuo Shimodaira,"Chief Operating Officer, Exec. VP and Representative Director",MDNDF,yahoo
4344,4344,Mr. Jean-Francois Brossoit,"Sr. VP of Transformation, Engineering & Operations Support",CMS-PB,yahoo
4345,4345,Mr. Peter Krueger,"Chief Strategy Officer, M&A and Member of the Exec. Board",TUIFY,yahoo
4346,4346,Mr. Anton Stepanenko,Chief Technology Officer,OZON,yahoo
4347,4347,Tamotsu Hiiro,"CEO, Pres & Representative Director",MDNDF,yahoo
4348,4348,Richard Glass,Investor Relations & Communications Mang.,IPGDF,yahoo
4349,4349,Ms. Sybille Reiss,"Member of the Exec. Board, Chief HR Officer & Labor Director",TUIFY,yahoo
4350,4350,Mr. LeeRoy Wells Jr.,Sr. VP of Operations,CMS-PB,yahoo
4351,4351,Ms. Maryia Berasneva-McNamara,Head of Investor Relations,OZON,yahoo
4352,4352,Mr. Shotaro Shimizu,Director of Investor Relations Group,MDNDF,yahoo
4353,4353,Mr. Mathias Kiep,"Group Director of Investor Relations, Corp. Fin. & Controlling",TUIFY,yahoo
4354,4354,Mr. Mark E. Jones,"Co-Founder, Chairman & CEO",GSHD,yahoo
4355,4355,Mr. Dexter G. Goei,CEO & Director,ATUS,yahoo
4356,4356,Mr. Scott B. McIntosh,"Chief Accounting Officer, Controller & VP of Tax",CMS-PB,yahoo
4357,4357,Mr. Artem Afanasiev,Gen. Counsel,OZON,yahoo
